1.1g,100.0
1.8g,100.0
1.8g,100.0
1.8g,100.0
1.8g,100.2
1.8g,100.4
1.8g,99.8
1.8g,99.8
1.8g,99.8
150808,93.3
515516,100.0
633044,100.0
645496,100.0
645496,100.0
645496,99.8
743880,100.0
743880,100.2
