,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/project/openlane/grid_clb,grid_clb,grid_clb,Flow_completed,0h3m37s,0h2m50s,73501.22281710622,0.015128999999999998,36750.61140855311,74,458.0,556,0,0,0,0,0,0,0,0,0,0,-1,15587,4324,-0.57,-0.57,-0.65,-1.18,-0.9,-6.08,-6.08,-2.63,-2.63,-5.52,8358183,0.0,26.5,23.87,0.11,0.0,0.0,598,598,566,566,0,0,0,556,0,0,0,0,0,0,0,0,-1,-1,-1,74,156,0,230,91.74311926605505,10.9,10,AREA 0,5,50,1,153.6,153.18,0.86,0,sky130_fd_sc_hd,0,4
